age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,median_income,State,county_fips,county
48,Private,175070,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,2258,40,United-States,191908,114158,California,6061,Placer County
31,Private,263561,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,45,United-States,111319,114158,California,6063,Plumas County
55,Local-gov,99131,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,2246,40,United-States,79293,114158,California,6065,Riverside County
70,Self-emp-not-inc,143833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,40,United-States,86784,114158,California,6067,Sacramento County
70,Self-emp-not-inc,124449,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,103669,114158,California,6069,San Benito County
73,Private,336007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,40,United-States,183456,114158,California,6071,San Bernardino County
72,Self-emp-not-inc,285408,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,28,United-States,131445,114158,California,6073,San Diego County
31,Private,327825,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,2238,40,United-States,121908,114158,California,6075,San Francisco County
28,Private,129460,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0,2238,35,United-States,94649,114158,California,6077,San Joaquin County
23,Self-emp-not-inc,258298,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,40665,114158,California,6079,San Luis Obispo County
49,Local-gov,102359,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,60329,114158,California,6081,San Mateo County
27,Local-gov,92431,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2231,40,United-States,194080,114158,California,6083,Santa Barbara County
90,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,74364,114158,California,6085,Santa Clara County
68,Private,166149,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,2206,30,United-States,37786,114158,California,6087,Santa Cruz County
65,Private,149811,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2206,59,Canada,143788,114158,California,6089,Shasta County
65,?,143118,HS-grad,9,Widowed,?,Unmarried,White,Female,0,2206,10,United-States,185851,114158,California,6091,Sierra County
67,Private,118363,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,2206,5,United-States,38090,114158,California,6093,Siskiyou County
66,Local-gov,362165,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,2206,25,United-States,172546,114158,California,6095,Solano County
24,Private,379066,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,2205,24,United-States,55426,114158,California,6097,Sonoma County
44,Self-emp-not-inc,171424,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,2205,35,United-States,97344,114158,California,6099,Stanislaus County
35,Private,108293,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2205,40,United-States,124379,114158,California,6101,Sutter County
20,Private,107801,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,2205,18,United-States,90142,114158,California,6103,Tehama County
38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,79496,114158,California,6105,Trinity County
39,Private,155603,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,2205,40,United-States,83873,114158,California,6107,Tulare County
32,Private,27882,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Female,0,2205,40,Holand-Netherlands,54609,114158,California,6109,Tuolumne County
42,Private,242564,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2205,40,United-States,52955,114158,California,6111,Ventura County
63,?,234083,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,2205,40,United-States,27570,114158,California,6113,Yolo County
42,Self-emp-inc,23510,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2201,60,India,62587,114158,California,6115,Yuba County
64,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,184559,114158,Colorado,8001,Adams County
28,Private,166481,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,135935,114158,Colorado,8003,Alamosa County
41,Self-emp-inc,139916,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Other,Male,0,2179,84,Mexico,191431,114158,Colorado,8005,Arapahoe County
41,Self-emp-not-inc,144594,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,135335,114158,Colorado,8007,Archuleta County
58,Self-emp-not-inc,266707,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,18,United-States,150933,114158,Colorado,8009,Baca County
59,State-gov,303176,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2179,40,United-States,130729,114158,Colorado,8011,Bent County
34,Self-emp-not-inc,56460,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,2179,12,United-States,51104,114158,Colorado,8013,Boulder County
45,Private,167523,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,45,United-States,33203,114158,Colorado,8014,Broomfield County
29,Private,119004,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2179,40,United-States,104981,114158,Colorado,8015,Chaffee County
47,Private,175925,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,2179,52,United-States,128235,114158,Colorado,8017,Cheyenne County
40,Private,212847,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2179,40,United-States,100576,114158,Colorado,8019,Clear Creek County
47,Self-emp-not-inc,191175,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,2179,50,Mexico,185352,114158,Colorado,8021,Conejos County
63,?,83043,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2179,45,United-States,78613,114158,Colorado,8023,Costilla County
41,Self-emp-not-inc,170214,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2179,40,United-States,152768,114158,Colorado,8025,Crowley County
34,Private,180714,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,2179,40,United-States,93392,114158,Colorado,8027,Custer County
66,?,177351,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2174,40,United-States,134438,114158,Colorado,8029,Delta County
65,Self-emp-not-inc,111483,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2174,10,United-States,116631,114158,Colorado,8031,Denver County
70,Private,282642,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,137572,114158,Colorado,8033,Dolores County
75,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,94322,114158,Colorado,8035,Douglas County
65,State-gov,215908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2174,40,United-States,171481,114158,Colorado,8037,Eagle County
65,Federal-gov,23494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2174,40,United-States,72479,114158,Colorado,8039,Elbert County
73,Private,147551,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,192857,114158,Colorado,8041,El Paso County
60,?,141221,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,2163,25,South,180055,114158,Colorado,8043,Fremont County
68,Self-emp-not-inc,116903,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2149,40,United-States,103847,114158,Colorado,8045,Garfield County
74,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States,179814,114158,Colorado,8047,Gilpin County
43,Private,143582,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,72,?,167180,114158,Colorado,8049,Grand County
19,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,55,United-States,191927,114158,Colorado,8051,Gunnison County
37,Self-emp-not-inc,68899,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2129,40,United-States,88135,114158,Colorado,8053,Hinsdale County
45,Federal-gov,207107,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,40,Philippines,191907,114158,Colorado,8055,Huerfano County
64,Private,149044,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2057,60,China,63541,114158,Colorado,8057,Jackson County
30,Private,148524,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,40,United-States,133539,114158,Colorado,8059,Jefferson County
51,Self-emp-not-inc,268639,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2057,60,Canada,171401,114158,Colorado,8061,Kiowa County
35,Private,272019,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2057,40,United-States,190894,114158,Colorado,8063,Kit Carson County
29,Private,239753,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,20,United-States,88042,114158,Colorado,8065,Lake County
34,Private,199864,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,40,United-States,179563,114158,Colorado,8067,La Plata County
41,Private,125831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,116028,114158,Colorado,8069,Larimer County
35,Private,67728,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,45,United-States,128204,114158,Colorado,8071,Las Animas County
26,Private,115717,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,66318,114158,Colorado,8073,Lincoln County
54,Private,172281,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,50,United-States,142784,114158,Colorado,8075,Logan County
52,Local-gov,305053,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,119358,114158,Colorado,8077,Mesa County
50,Self-emp-not-inc,105010,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2051,20,United-States,101453,114158,Colorado,8079,Mineral County
31,Private,291052,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,94397,114158,Colorado,8081,Moffat County
38,Federal-gov,248919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,United-States,100980,114158,Colorado,8083,Montezuma County
30,Private,84119,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,136759,114158,Colorado,8085,Montrose County
34,Local-gov,105540,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,United-States,34144,114158,Colorado,8087,Morgan County
31,Private,161765,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,United-States,145108,114158,Colorado,8089,Otero County
52,Private,195635,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,38,United-States,178342,114158,Colorado,8091,Ouray County
54,Private,816750,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,196473,114158,Colorado,8093,Park County
38,Private,160192,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,44,United-States,141687,114158,Colorado,8095,Phillips County
39,Private,136081,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,40,United-States,113469,114158,Colorado,8097,Pitkin County
29,Private,244473,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2051,40,United-States,181234,114158,Colorado,8099,Prowers County
45,Private,187033,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,93775,114158,Colorado,8101,Pueblo County
34,Private,265807,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,55,United-States,113783,114158,Colorado,8103,Rio Blanco County
38,Private,154410,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,Poland,82091,114158,Colorado,8105,Rio Grande County
39,Private,314007,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,97040,114158,Colorado,8107,Routt County
61,Private,179743,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,20,United-States,60856,114158,Colorado,8109,Saguache County
43,Private,117037,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2042,40,United-States,182950,114158,Colorado,8111,San Juan County
35,Private,40135,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,156889,114158,Colorado,8113,San Miguel County
46,Private,315423,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,28718,114158,Colorado,8115,Sedgwick County
38,Private,35429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,152849,114158,Colorado,8117,Summit County
42,Self-emp-not-inc,120837,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,48,United-States,199840,114158,Colorado,8119,Teller County
34,Private,90614,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,90174,114158,Colorado,8121,Washington County
29,Private,202878,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,40,United-States,59785,114158,Colorado,8123,Weld County
32,Private,260954,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2042,30,United-States,57173,114158,Colorado,8125,Yuma County
60,Private,127084,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,52197,114158,Connecticut,9001,Fairfield County
49,Local-gov,107231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,193630,114158,Connecticut,9003,Hartford County
53,Local-gov,135102,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States,197212,114158,Connecticut,9005,Litchfield County
56,Private,201822,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,176496,114158,Connecticut,9007,Middlesex County
48,Private,413363,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,106513,114158,Connecticut,9009,New Haven County
32,Federal-gov,148138,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,40,Iran,69704,114158,Connecticut,9011,New London County
42,Self-emp-not-inc,170721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,73829,114158,Connecticut,9013,Tolland County
32,Private,102858,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,42,United-States,53009,114158,Connecticut,9015,Windham County
28,Local-gov,175262,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,40,England,190932,114158,Delaware,10001,Kent County
26,Private,36936,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,176396,114158,Delaware,10003,New Castle County
59,Private,169982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,50,United-States,94983,114158,Delaware,10005,Sussex County
47,Self-emp-not-inc,208407,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,30,United-States,97118,114158,District of Columbia,11001,District of Columbia
26,?,131777,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2002,40,United-States,124443,114158,Florida,12001,Alachua County
41,Private,41090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,54519,114158,Florida,12003,Baker County
36,Private,183739,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,40,United-States,194907,114158,Florida,12005,Bay County
45,Private,357540,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55,United-States,46533,114158,Florida,12007,Bradford County
30,Private,48520,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,United-States,194815,114158,Florida,12009,Brevard County
36,Private,107916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,42980,114158,Florida,12011,Broward County
34,Self-emp-inc,198613,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,40,United-States,128101,114158,Florida,12013,Calhoun County
53,Private,283743,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,56588,114158,Florida,12015,Charlotte County
